,Unnamed: 0,TWEET_ID,USER_ID,TWEET,EMOJI,TWEET_SENTIMENT,PROCESSED_TWEET,TARGET_EMOJIS_LIST,nltk_aggregated_score,spacy_aggregated_score,hugging_face_score,emoji_score,delta_nltk,delta_spacy,delta_hugging_face,gamma_text,gamma_emoticon,gamma
1077,1745,991340197550985216,2741929095,@jeremycorbyn @StallaSimonin Yes but why won't you oppose Brexit? 😡,0x1f621,positive,yes oppose brexit ,0x1f621,0.4019,0.0,0.6101174354553223,-0.173,0.5749,0.173,0.7831174354553223,1,0,1
1079,1751,991358782130311168,45858392,@JMPSimor @StuartBudd1 “In spite of Brexit...” as Mogg would have it. EU dying on its feet 😂😂😂,0x1f602|0x1f602|0x1f602,negative, spite brexit   mogg would  eu die foot,0x1f602|0x1f602|0x1f602,-0.8074,0.0,0.55156010389328,0.221,-1.0284,-0.221,0.33056010389328006,0,1,0
1083,1755,991365494321106944,364386693,@Journojulz @BrexitBin I was WRONG &amp; quite stupid 😲. He could have made it harder for May to push her programme (en… https://t.co/DBCcPEGNBj,0x1f632,negative,wrong  quite stupid  could make harder may push programme  en ,0x1f632,-0.7778,-0.4666666666666666,0.8632577061653137,-0.068,-0.7098,-0.3986666666666666,0.9312577061653138,0,0,0
1092,1764,991389887214620672,1854262416,All I want is pretty light skin wit a personality 🤷🏾‍♂️😭,0x1f62d,negative,want pretty light skin wit personality person_shrugging mediumdark_skin_tone  male_sign ,0x1f62d,0.5423,0.325,0.6695862412452698,-0.093,0.6353,0.41800000000000004,0.7625862412452697,1,0,1
1099,1775,991416896238080000,960491598583918592,@catasterous_ @Rahzmataz @LBC Leave me alone now and get ready for a hard Brexit. 😀,0x1f600,negative,leave alone get ready hard brexit ,0x1f600,-0.0258,-0.0458333333333333,0.6642016172409058,0.568,-0.5938,-0.6138333333333332,0.09620161724090581,0,1,0
1106,1790,991441494186881024,23672737,@marcusbrig Remainers are not happy with his brexit stance 😢,0x1f622,negative,remainers happy brexit stance,0x1f622,0.5719,0.8,0.6456859111785889,0.007,0.5649,0.793,0.6386859111785889,1,1,1
1107,1791,991442734023143424,2875734893,@PippaCrerar @mirabarhillel Isn’t Brexit Brexit? Now we’re confused! 😉,0x1f609,negative, brexit brexit   confuse ,0x1f609,-0.2263,0.0,0.5763829350471497,0.463,-0.6893,-0.463,0.11338293504714964,0,1,0
1112,1797,991456460524675072,940563840928010240,"PLEASE HELP ME!! I need 355,   I do RTxRT is very important to me!! 💗😭

@Merch_giveaways https://t.co/uNZTJwwmDx",0x1f62d,negative,please help   need 355  rtxrt important   growing_heart,0x1f62d,0.7003,0.4,-0.5589994788169861,-0.093,0.7933,0.493,-0.4659994788169861,1,0,1
1114,1799,991498280554192896,962348381707350016,Morning bitches.... One is up and about as one is heading to Leeds in a couple of hours. I blame #Brexit 😂😂😂😂😂,0x1f602|0x1f602|0x1f602|0x1f602|0x1f602,negative,morning bitch  one one heading leeds couple hour  blame,0x1f602|0x1f602|0x1f602|0x1f602|0x1f602,-0.7351,0.0,0.5032551288604736,0.221,-0.9561,-0.221,0.28225512886047366,0,1,0
1118,1803,991560327694372864,85070003,@SkyNews could the scenario be millions of hours and pounds wasted and a reverse brexit ?😜,0x1f61c,negative,could scenario million hour pound waste reverse brexit ,0x1f61c,-0.4215,-0.2,0.500751793384552,0.455,-0.8765000000000001,-0.655,0.045751793384551986,0,1,0
1121,1808,991575146820460544,390874028,"Amazing, don't the BREXIT guys realise that they won the referendum? Set the agenda and let's see if the public like what is on offer 😂",0x1f602,positive,amazing  brexit guy realise referendum  set agenda lets see public like offer,0x1f602,0.743,0.3,-0.5056926608085632,0.221,0.522,0.07899999999999999,-0.7266926608085632,1,1,1
1123,1810,991580174176215040,841197324156194816,"Brexit Nooooo😱😱😱😱😱😱 
Labour&amp; Tories will both lead the UK into Brexit destruction &amp; desolation. Deny them your vote… https://t.co/Z4AFSsezbv",0x1f631|0x1f631|0x1f631|0x1f631|0x1f631|0x1f631,negative,brexit nooooo labour  tory lead uk brexit destruction  desolation  deny vote ,0x1f631|0x1f631|0x1f631|0x1f631|0x1f631|0x1f631,-0.7269,0.0,0.8455647230148315,0.1899999999999999,-0.9168999999999998,-0.1899999999999999,0.6555647230148316,0,1,0
1125,1812,991582873315627008,92363833,Forget #Brexit the EU may be on the brink of collapse 😱 https://t.co/W8LKq4ONRY via @CapX,0x1f631,negative,forget eu may brink collapse via,0x1f631,-0.6249,0.0,0.500568687915802,0.19,-0.8149,-0.19,0.310568687915802,0,1,0
1130,1818,991594048279465984,2238753147,"“So dangerous!” 😂 

The only reason It’s dangerous is because you’ll have no place in politics after Brexit. Stop f… https://t.co/Nv5tAUmCc1",0x1f602,negative, dangerous   reason  dangerous  place politics brexit  stop f ,0x1f602,-0.8126,-0.6,0.8738725781440735,0.221,-1.0336,-0.821,0.6528725781440735,0,1,0
1133,1821,991610776338264064,60254079,@Nigel_Farage But with the whole Brexit nonsense about to collapse it looks like the hopeless May has only got a few days left as PM 😀,0x1f600,negative,whole brexit nonsense collapse look like hopeless may get day leave pm,0x1f600,-0.765,0.2,0.8802176117897034,0.568,-1.333,-0.36799999999999994,0.3122176117897034,0,1,0
1136,1824,991628384622055424,1087247508,"@Anna_Soubry @WealdenInEU @BigMoBrazier I'm already blocked by Big Mo for challenging his lies on Brexit.

I beat you to it @Anna_Soubry 😉",0x1f609,neutral,im already block big mo challenge lie brexit  beat,0x1f609,-0.3818,0.0,0.5265421271324158,0.463,-0.8448,-0.463,0.06354212713241575,0,1,0
1142,1834,991638814039969792,39773153,Seriously what is this?!? Looking like they’ve made a pathway for Brexit through their legs #PowerStance 😩 https://t.co/mTQmiMSVty,0x1f629,positive,seriously    look like  make pathway brexit leg,0x1f629,0.2023,-0.3333333333333333,0.4939495623111725,-0.368,0.5703,0.03466666666666668,0.8619495623111725,1,0,1
1144,1836,991642925036601344,748235101352386560,"Peter Bone MP calling May ""Queen of Brexit"" 😂😂😂 &amp; wants a statue of her in his constituency #PMQs So wrong on so many levels",0x1f602|0x1f602|0x1f602,negative,peter bone mp call may  queen brexit   want statue constituency wrong many level,0x1f602|0x1f602|0x1f602,-0.4215,0.0,0.6382294297218323,0.221,-0.6425,-0.221,0.4172294297218323,0,1,0
1149,1843,991651140877144064,600264738,@AngryScotland i reckon i know how to solve this brexit customs problem unify ireland and let brexit have its own regulation of customs 😉,0x1f609,negative,reckon know solve brexit custom problem unify ireland let brexit regulation custom,0x1f609,-0.2263,0.0,0.6986443400382996,0.463,-0.6893,-0.463,0.23564434003829954,0,1,0
1151,1846,991654296360976384,792465234,"@NYtitanic1999 @GuitarMoog 😴

Why can’t Remoaners accept that the reason for Brexit was 43 years of Brussels bullsh… https://t.co/DW4PWD8e4y",0x1f634,negative, remoaners accept reason brexit 43 year brussels bullsh ,0x1f634,0.3818,0.0,0.5447477102279663,-0.08,0.4618,0.08,0.6247477102279663,1,0,1
1153,1848,991660202435993600,19354562,@jonsmalldon Do not sully the good name of Marmite by using it in the same paragraph as the crock of shit that is Brexit.  😜,0x1f61c,negative,sully good name marmite use paragraph crock shit brexit ,0x1f61c,-0.1779,0.2499999999999999,0.5523126125335693,0.455,-0.6329,-0.20500000000000013,0.09731261253356932,0,1,0
1154,1850,991662549849473024,2813983503,LOL...A page out of EU Brexit negotiations. Love it 😂 https://t.co/onFe6udfYe,0x1f602,positive,lol  page eu brexit negotiation  love,0x1f602,0.7906,0.65,0.4970056414604187,0.221,0.5696,0.42900000000000005,0.2760056414604187,1,1,1
1158,1854,991675892727517184,863377035661647872,UTTER CHAOS: Ideas on post Brexit customs setup are evolving - May's spokesman 😵/ #EU #Brexit #CustomsUnion https://t.co/czFSA9rDfF,0x1f635,neutral,utter chaos  idea post brexit custom setup evolve  mays spokesman ,0x1f635,-0.5719,0.0,0.6998617649078369,0.085,-0.6568999999999999,-0.085,0.614861764907837,0,1,0
1159,1855,991676159778852864,90374813,"#Conservatives are tired of hearing about the #NHS, #Foodbanks and #homelessness and #austerity. They only want to hear #Brexit.😁 #PMQs",0x1f601,negative,tired hearing want hear,0x1f601,-0.3818,-0.4,0.5404667854309082,0.449,-0.8308,-0.849,0.09146678543090819,0,1,0
1160,1856,991676256025489408,75867061,"@BBCNews 🎼Brexit Queen 🎶
Young and sweet? 🎵
She's no mavourneen...😿

😂",0x1f63f|0x1f602,negative,musical_score brexit queen musical_notes young sweet  musical_note mavourneen ,0x1f63f|0x1f602,0.4588,0.2249999999999999,0.6567065119743347,-0.0755,0.5343,0.3004999999999999,0.7322065119743347,1,0,1
1179,1884,991749921480019968,20280591,"😆🤣😏

But seriously—Brexit is a disaster in terms of UK ability to directly impact EU trading-zone. 

However, Austr… https://t.co/1XvxQuhToj",0x1f606|0x1f60f,positive,rolling_on_the_floor_laughing seriously  brexit disaster term uk ability directly impact eu tradingzone  however  austr ,0x1f606|0x1f60f,-0.5423,-0.1166666666666666,0.4752920567989349,0.3705,-0.9128000000000001,-0.4871666666666666,0.10479205679893489,0,1,0
1181,1886,991755091207249920,297286429,"@LTGMonkey BBC balance mate! 
Counter every Remain expert with a #brexit idiot😏",0x1f60f,negative,bbc balance mate  counter every remain expert idiot,0x1f60f,-0.5106,-0.8,0.6326477527618408,0.332,-0.8426,-1.1320000000000001,0.3006477527618408,0,1,0
1182,1887,991760261991321600,18170082,@guyverhofstadt Another benefit to wave goodbye to if Brexit goes ahead 😢,0x1f622,positive,another benefit wave goodbye brexit go ahead,0x1f622,0.4588,0.0,0.5443706512451172,0.007,0.4518,-0.007,0.5373706512451172,1,1,1
1187,1893,991774553268523008,3039785313,"@ColmDore Javid gets promoted by May, and stabs her the first chance he gets. Now that's devotion. Brexit style. 😫😫",0x1f62b|0x1f62b,positive,javid get promote may  stab first chance get  thats devotion  brexit style ,0x1f62b|0x1f62b,0.4215,0.25,0.6521725058555603,-0.145,0.5665,0.395,0.7971725058555603,1,0,1
1189,1897,991782484055658496,3386294224,"Currently most likely to be disadvantaged by any Brexit! So, YES! YES! YES! 🤔😡🇪🇺 #ABTV #FinalSayforAll https://t.co/Hs8kIjMxPS",0x1f621,positive,currently likely disadvantage brexit   yes  yes  yes  thinking_face  ,0x1f621,0.6486,0.0,0.5962767601013184,-0.173,0.8215999999999999,0.173,0.7692767601013184,1,0,1
1193,1901,991790555494465536,46034329,@GuidoFawkes EU terrified 😂. Who is this crackhead?  He's suffering from delusions of epic proportions.  Need to co… https://t.co/9d2KjQrDPm,0x1f602,negative,eu terrify  crackhead  hes suffer delusion epic proportion  need co ,0x1f602,-0.7783,0.1,0.8958615660667419,0.221,-0.9993,-0.121,0.674861566066742,0,1,0
1216,1929,992005172640600064,281522957,"@johnholborow @philip_jewer @OldGittyBloke @Femi_Sorry @Jacob_Rees_Mogg Haha the EU won't allow it 😅😅😅😅😅😅😅😅
When we… https://t.co/yNQQrfOcHd",0x1f605|0x1f605|0x1f605|0x1f605|0x1f605|0x1f605|0x1f605|0x1f605,positive,haha eu allow ,0x1f605|0x1f605|0x1f605|0x1f605|0x1f605|0x1f605|0x1f605|0x1f605,0.5994,0.2,0.6052796244621277,0.1779999999999999,0.4214000000000001,0.022000000000000103,0.42727962446212775,1,1,1
1223,1936,992041315004305408,3741196828,"@BBCWorld @derrickg745 If the superb and delicious chocolate of Belgium, becomes more expensive #Brexit . No deal 😂.",0x1f602,positive,superb delicious chocolate belgium  becomes expensive  deal ,0x1f602,0.8316,0.5,-0.8422640562057495,0.221,0.6106,0.279,-1.0632640562057496,1,1,1
1224,1937,992062114578731008,94684328,#VoteLabour fight #Brexit and learn a new language 😘 https://t.co/gMGdF30UZh,0x1f618,negative,fight learn new language,0x1f618,-0.3818,0.1363636363636363,0.7392284870147705,0.701,-1.0828,-0.5646363636363636,0.03822848701477055,0,1,0
1226,1940,992066501606871040,475196452,@Green20William @jduffin24 I fear for his sanity once Brexit kicks in next year and EU state aid restrictions are no longer valid. 😂😂😂✊💦💦💦,0x1f602|0x1f602|0x1f602,negative,fear sanity brexit kick next year eu state aid restriction longer valid  raised_fist sweat_droplets sweat_droplets sweat_droplets,0x1f602|0x1f602|0x1f602,-0.6486,0.0,0.5552109479904175,0.221,-0.8695999999999999,-0.221,0.3342109479904175,0,1,0
1230,1945,992076551905796096,39347949,"Brexit!!! 😁😁

Arrest as trouble flares at burglar's funeral

https://t.co/QarqUyylxW

Sent via @updayUK",0x1f601|0x1f601,negative,brexit    arrest trouble flare burglars funeral sent via,0x1f601|0x1f601,-0.765,-0.125,0.5472328662872314,0.449,-1.214,-0.5740000000000001,0.09823286628723144,0,1,0
1236,1953,992118711271256064,789829244943761408,@jeremycorbyn @theresa_may If the Brexit you support goes ahead no one will be able to save the Health Service least of all you🙄😡,0x1f621,positive,brexit support go ahead one able save health service least face_with_rolling_eyes,0x1f621,0.7096,0.1,0.491219699382782,-0.173,0.8826,0.273,0.664219699382782,1,0,1
1238,1955,992122206309232640,23802009,😂👌🏻Delusional #Brexit fucktard Farage's gets mic dropped by Belgium with World Cup warning for England https://t.co/HZM65fdzOj,0x1f602,negative,OK_hand light_skin_tone delusional fucktard farages get mic drop belgium world cup warn england,0x1f602,-0.765,0.0,0.9198600053787231,0.221,-0.986,-0.221,0.6988600053787232,0,1,0
1250,1969,992167201007337472,804066268718518272,#bbcqt Dimbleby upset when shown up about  anti Brexit bias 😂,0x1f602,negative,dimbleby upset show anti brexit bias,0x1f602,-0.6486,0.0,0.8142780661582947,0.221,-0.8695999999999999,-0.221,0.5932780661582947,0,1,0
1264,1986,1106287440321490944,1697510634,RT @ringostarrmusic: In the studio again with the great Steve Lukather what a guy peace and Love. 😎✌️🌟💖🏋🏻‍♀️💕🐘🍒🦏☮️ https://t.co/dbgs4teP4x,0x1f60e,negative,rt studio great steve lukather guy peace love  victory_hand  glowing_star sparkling_heart person_lifting_weights light_skin_tone  female_sign  two_hearts elephant cherries rhinoceros peace_symbol ,0x1f60e,0.9153,0.65,-0.8534140586853027,0.491,0.4243,0.15900000000000003,-1.3444140586853028,1,1,1
1265,1987,1106287619057557504,411693271,Everyone seems to be having an opinion on brexit and thinking they know best !! Except the British people 🤦‍♀️😱😱😱,0x1f631|0x1f631|0x1f631,positive,everyone seem opinion brexit think know best   except british people person_facepalming  female_sign ,0x1f631|0x1f631|0x1f631,0.6369,0.5,0.6884477138519287,0.19,0.4469,0.31,0.4984477138519287,1,1,1
1268,1991,1106288190082764800,3084423286,"The moron from White house is claiming to have advised Theresa may on how to go about Brexit 😂😂🤦🏾‍♂️

The same moro… https://t.co/jTxAwiPdfU",0x1f602|0x1f602,negative,moron white house claiming advise theresa may go brexit person_facepalming mediumdark_skin_tone  male_sign  moro ,0x1f602|0x1f602,-0.4939,-0.4,0.6297056078910828,0.221,-0.7149,-0.621,0.4087056078910828,0,1,0
1272,1995,1106288957225078784,46625439,It’s not her....it’s YOU the fuck 🙄😂 https://t.co/NKPcpzlzzC,0x1f602,positive,   fuck face_with_rolling_eyes,0x1f602,-0.5423,-0.4,0.9371366500854492,0.221,-0.7633,-0.621,0.7161366500854492,0,1,0
1274,1997,1106289482607792128,98637071,RT @aliyahtofigaa: Tyga look like the girls basketball team on picture day 😭 https://t.co/ZXTgce8ezb,0x1f62d,neutral,rt tyga look like girl basketball team picture day,0x1f62d,0.3612,0.0,0.8263075947761536,-0.093,0.45420000000000005,0.093,0.9193075947761535,1,0,1
1277,2001,1106290192023990272,50849452,@KiwiGooner01 @richbsys @SPD2212 @sazmeister88 😂😂😂 that's the type of chat that'll get you blocked by @sazmeister88… https://t.co/s6lxz9SJuf,0x1f602|0x1f602|0x1f602,positive,thats type chat get block,0x1f602|0x1f602|0x1f602,-0.4404,0.0,0.5470993518829346,0.221,-0.6614,-0.221,0.3260993518829346,0,1,0
1278,2002,1106290495221891072,1473206426,parliament rejecting every amendment omg😂🤦🏻‍♀️ #Brexit,0x1f602,negative,parliament reject every amendment omg person_facepalming light_skin_tone  female_sign ,0x1f602,-0.4019,0.0,0.8128634095191956,0.221,-0.6229,-0.221,0.5918634095191956,0,1,0
1283,2008,1106292212470550528,990802033,@_kikus___ There is problem in this country 😂🤣🤣🤣,0x1f602,negative,problem country rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,0x1f602,-0.4019,0.0,0.4878869354724884,0.221,-0.6229,-0.221,0.26688693547248843,0,1,0
1288,2016,1106294595795718144,708353296797405184,1:18 and the ending is killing me 😂😂😂😂😂 https://t.co/a4BWGF7uUv,0x1f602|0x1f602|0x1f602|0x1f602|0x1f602,negative,118 end kill,0x1f602|0x1f602|0x1f602|0x1f602|0x1f602,-0.6908,0.0,0.4995520114898681,0.221,-0.9117999999999999,-0.221,0.2785520114898681,0,1,0
1289,2017,1106294613185359872,835523998607888384,Rain Fire Pon Brexit 🔥 🔥  Him who carn hear mus feel 🙈 Brexit is really messing with my ADHD intolerance for dither… https://t.co/2svLoKM56J,0x1f648,negative,rain fire pon brexit fire fire carn hear mu feel brexit really mess adhd intolerance dither ,0x1f648,-0.8399,-0.175,0.6432101130485535,0.432,-1.2719,-0.607,0.21121011304855347,0,1,0
1293,2022,1106296925861629952,3340913109,"Oh yeah ! 😖
Let's have some fun !
Thanks #brexit 😟 https://t.co/RW5dHo6isX",0x1f616|0x1f61f,positive,oh yeah  lets fun  thanks,0x1f616|0x1f61f,0.8126,0.25,-0.9284676909446716,-0.0415,0.8541,0.2915,-0.8869676909446716,1,0,1
1299,2031,1106299260239310848,51052182,Caller on #LBC accepts the Brexit result. But wants us to stay in the Single Market and Customs Union. 😣🤦‍♂️,0x1f623,positive,caller accepts brexit result  want u stay single market custom union  person_facepalming  male_sign ,0x1f623,0.3818,-0.0714285714285714,0.7793482542037964,-0.212,0.5938,0.1405714285714286,0.9913482542037964,1,0,1
1300,2032,1106299290341773312,2249397859,"@pauldjones46 @Johnny_Brexit @AmberRuddHR She's fooling no one😏
https://t.co/FJWgOEPlmr",0x1f60f,negative,fool one,0x1f60f,-0.4404,0.0,0.616191029548645,0.332,-0.7724,-0.332,0.284191029548645,0,1,0
1302,2035,1106299502841999360,20004450,So pleased the Brexit shiiittteeeee gets a extension and rolls on !! ..... said no one ever 😣 #nevergonnaend #Politicsbollox,0x1f623,positive,pleased brexit shiiittteeeee get extension roll    say one ever,0x1f623,0.4404,0.5,0.5428854823112488,-0.212,0.6524,0.712,0.7548854823112487,1,0,1
1305,2039,1106299904119459840,3741720449,I cannot be more ready for the conclusion to this epic saga 🙌 but am I talking about the new #AvengersEndgame trailer or #Brexit? 👀,0x1f64c,neutral,cannot ready conclusion epic saga talk new trailer eyes,0x1f64c,-0.2755,0.1454545454545454,0.4393084943294525,0.559,-0.8345,-0.41354545454545466,-0.11969150567054754,0,1,0
1314,2052,1106301520809742336,198296585,If #Brexit comes into play does that mean we don’t have anymore @walkers_crisps ?? 😭😭,0x1f62d|0x1f62d,neutral,come play mean  anymore  ,0x1f62d|0x1f62d,0.34,-0.3125,0.4876889586448669,-0.093,0.43300000000000005,-0.2195,0.5806889586448669,1,0,1
1315,2053,1106301610894991360,41391231,"😂 😂 😂 😂 😂

Signed a trade deal to avoid £19m in tariffs on the other side of the world; gunning for Brexit to impos… https://t.co/7UYEdcXqlY",0x1f602|0x1f602|0x1f602|0x1f602|0x1f602,negative,sign trade deal avoid  19m tariff side world  gun brexit impos ,0x1f602|0x1f602|0x1f602|0x1f602|0x1f602,-0.5574,0.0,0.704884946346283,0.221,-0.7784,-0.221,0.483884946346283,0,1,0
1319,2057,1106302021605441536,265252444,Brilliant 🤣stop brexit man called a wanker by green 😉😁 https://t.co/VEx4ePr69t,0x1f609|0x1f601,neutral,brilliant rolling_on_the_floor_laughing stop brexit man call wanker green,0x1f609|0x1f601,-0.2263,0.35,0.6220171451568604,0.456,-0.6823,-0.10600000000000004,0.16601714515686034,0,1,0
1320,2059,1106302674658562048,2180174530,"@MartinGeraght1 @EmmaMooney21 @lucyfoleytweets @MumblinDeafRo Ha! 😆 After the utter fiasco which is Brexit, believe… https://t.co/MbV79hm3Mz",0x1f606,positive,ha  utter fiasco brexit  believe ,0x1f606,-0.2263,0.0,0.7962760925292969,0.409,-0.6353,-0.409,0.3872760925292969,0,1,0
1322,2062,1106303981624705024,2339310014,"@karlhenry08 I'm blaming you for getting me back into the whole Brexit debate 😂Jokes aside, huge respect for how yo… https://t.co/s2tzmfsWwg",0x1f602,positive,im blame get back whole brexit debate joke aside  huge respect yo ,0x1f602,0.6369,0.2,0.5511690974235535,0.221,0.41590000000000005,-0.02099999999999999,0.3301690974235535,1,1,1
1325,2068,1106306685927346176,1057739959061360640,@RashaAlAqeedi @writingben @dohertytjp Not good 😩,0x1f629,negative,good,0x1f629,0.4404,0.7,-0.6630252003669739,-0.368,0.8084,1.068,-0.2950252003669739,1,0,1
1327,2070,1106307123846225920,161815038,Anyone able to actually make sense of Brexit now?! Because I’m HELLA FUCKING LOST to what actually being achieved now 😂,0x1f602,negative,anyone able actually make sense brexit    hella fuck lose actually achieve,0x1f602,-0.7764,0.0249999999999999,0.8717836737632751,0.221,-0.9974,-0.1960000000000001,0.6507836737632752,0,1,0
1330,2073,1106308202394718208,42294035,RT @renmalisistired: You're a woman before a fan. Stop supporting abusers and rapists.😡😡😡 #CNBLUE,0x1f621|0x1f621|0x1f621,neutral,rt woman fan  stop support abuser rapist ,0x1f621|0x1f621|0x1f621,-0.7717,0.0,0.9343185424804688,-0.1729999999999999,-0.5987000000000001,0.1729999999999999,1.1073185424804686,0,0,0
1339,2085,1106311208641224704,1599218503,@DanielDav2017 What do you make of the Brexit votes today? I've lost track of it all. 😂,0x1f602,negative,make brexit vote today  ive lose track ,0x1f602,-0.4019,0.0,0.5295724272727966,0.221,-0.6229,-0.221,0.30857242727279666,0,1,0
1341,2088,1106311589035151360,19313460,@theJeremyVine There's a chance Brexit will last longer and be more destructive 😜,0x1f61c,negative,theres chance brexit last longer destructive,0x1f61c,-0.4588,-0.3,0.5032006502151489,0.455,-0.9138,-0.755,0.04820065021514891,0,1,0
1342,2089,1106311586308915200,374442971,to save any locals wondering what “their MP” - in Somerset’s case ⁦- @JSHeappey⁩ is up to 😳 amongst 188 #ToryMPs st… https://t.co/sVmzBgNFTq,0x1f633,positive,save local wonder  mp   somerset  case   amongst 188 st ,0x1f633,0.4939,0.0,0.7859371304512024,0.018,0.4759,-0.018,0.7679371304512024,1,1,1
1344,2091,1106312480001798144,313380344,"Meanwhile, the sun is shining on us in #Marrakech #Morocco and we've forgotten all about #Brexit for a few days 😊 https://t.co/sn0BhGDeif",0x1f60a,negative,meanwhile  sun shin u weve forgotten day,0x1f60a,-0.2263,0.0,0.7179964184761047,0.644,-0.8703000000000001,-0.644,0.07399641847610472,0,1,0
1347,2094,1106313178860933120,36472589,@matteosalvinimi Please block the brexit extension so we can leave with no deal! 🙏,0x1f64f,negative,please block brexit extension leave deal ,0x1f64f,-0.2023,0.0,0.4858530163764953,0.417,-0.6193,-0.417,0.06885301637649532,0,1,0
1350,2097,1106314033416806400,117072999,"โอ้ย สงสาร #กระหน่ำซ้ำเติม 😆😅💣🚛🚚🇪🇺🇬🇧
An unexploded wartime bomb has been found on an airfield set to be a lorry par… https://t.co/jnUs8rkj6b",0x1f606|0x1f605,negative,โอย สงสาร bomb articulated_lorry delivery_truck     unexploded wartime bomb find airfield set lorry par ,0x1f606|0x1f605,-0.7506,0.0,0.5388684868812561,0.2935,-1.0441,-0.2935,0.24536848688125612,0,1,0
1355,2102,1106314893433716736,185288683,All this brexit shit is doing my fucking head in now😴😴,0x1f634|0x1f634,negative,brexit shit fuck head,0x1f634|0x1f634,-0.7964,-0.3,0.9689545631408693,-0.08,-0.7164,-0.21999999999999997,1.0489545631408692,0,0,0
1356,2103,1106314909481123840,806426051031236608,Thank God. I can now enjoy my birthday without Brexit overshadowing it 😂 https://t.co/2pw8XVe1jF,0x1f602,positive,thank god  enjoy birthday without brexit overshadow,0x1f602,0.7783,0.4,-0.8963702917098999,0.221,0.5573,0.17900000000000002,-1.1173702917099,1,1,1
1358,2106,1106316287318392832,19855039,No wonder #brexit is a disaster @realDonaldTrump gave May advice 😀😃,0x1f600|0x1f603,negative,wonder disaster give may advice,0x1f600|0x1f603,-0.6249,0.0,0.8360366225242615,0.5625,-1.1874,-0.5625,0.2735366225242615,0,1,0
1364,2113,1106317711469146112,275563681,"Side note, I bet @theresa_may hates the word Brexit more than me, so sympathies to you 😁",0x1f601,negative,side note  bet hate word brexit  sympathy,0x1f601,-0.296,-0.8,0.7095766663551331,0.449,-0.745,-1.249,0.26057666635513305,0,1,0
1368,2119,1106319664894767104,283784881,What better than yoga to explain #Brexit? Love this take from #SammyJ! 😂🧘‍♀️ https://t.co/PkX0vULmtN,0x1f602,positive,well yoga explain love take person_in_lotus_position  female_sign ,0x1f602,0.743,0.5,0.7579647302627563,0.221,0.522,0.279,0.5369647302627564,1,1,1
1371,2123,1106320723457568768,22960800,"Tried to explain the #Brexit situation to someone earlier and failed. 

Massively. 

It’s all a mess right now 🙄🙈🙃.",0x1f648,negative,tried explain situation someone earlier fail  massively   mess right face_with_rolling_eyes upsidedown_face ,0x1f648,-0.7184,-0.0973214285714285,0.6655471920967102,0.432,-1.1504,-0.5293214285714285,0.2335471920967102,0,1,0
1377,2132,1106325886469660672,772729955180478464,@Nigel_Farage Pledge support to the brexit party 😂🤣🤣🤣🤣 and what if I'm a sensible person who likes to support real… https://t.co/5HblPBjBF7,0x1f602,positive,pledge support brexit party rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing im sensible person like support real ,0x1f602,0.8625,0.2,-0.5466140508651733,0.221,0.6415000000000001,-0.02099999999999999,-0.7676140508651733,1,1,1
1380,2135,1106328672166776832,113446421,Macam orang lain support 😔,0x1f614,negative,macam orang lie support,0x1f614,0.4019,0.0,0.5826467871665955,-0.146,0.5478999999999999,0.146,0.7286467871665955,1,0,1
1382,2137,1106329098908037120,23854820,More meaningless #Brexit discussions. 🙈  #bbcqt,0x1f648,negative,meaningless discussion ,0x1f648,-0.4404,-0.5,0.6339417099952698,0.432,-0.8724000000000001,-0.9319999999999999,0.20194170999526978,0,1,0
1386,2144,1106331664064614400,236275061,Are these two about to fight? 😂🤦🏽‍♀️ #BBCQT.. Is the man about to cry? This #Brexit is now so exhausting !!!!,0x1f602,neutral,two fight  person_facepalming medium_skin_tone  female_sign  man cry  exhaust   ,0x1f602,-0.7845,0.0,0.6097392439842224,0.221,-1.0055,-0.221,0.38873924398422244,0,1,0
1391,2150,1106333719294550016,55655161,The UK is heating up 😂 the longer Brexit goes on the more fed up and angry the people will become. #BrexitShambles… https://t.co/Omu22Ef8NQ,0x1f602,negative,uk heating longer brexit go fed angry people become ,0x1f602,-0.5106,-0.5,0.8597232699394226,0.221,-0.7316,-0.721,0.6387232699394226,0,1,0
1393,2153,1106335207039401984,1050730361553084416,@JackFro24241755 Forgive me for saying this but it sounds horrible. 😆,0x1f606,positive,forgive say sound horrible ,0x1f606,-0.34,-0.3,0.8090085387229919,0.409,-0.749,-0.709,0.40000853872299197,0,1,0
1397,2157,1106338285616541696,254656104,"The next ppi scam claim will be Brexit?
Were you sold Brexit under false claims? If so make a claim! 😂",0x1f602,negative,next ppi scam claim brexit  sell brexit false claim  make claim ,0x1f602,-0.5719,-0.2,0.695972204208374,0.221,-0.7928999999999999,-0.42100000000000004,0.47497220420837405,0,1,0
